"","sample_identifier","volume_imaged","name","Abundance","use_id","use_taxon_level","use_higher_rank","gps_furuno_latitude","gps_furuno_longitude"
"1311","D20180203T182455_IFCB102",3.43319251666667,"Thalassiosira",11,148912,"genus","Diatom",39.7621,-70.8899
"1312","D20180203T184716_IFCB102",3.374855875,"Thalassiosira",12,148912,"genus","Diatom",39.7536,-70.8911
"1313","D20180203T190938_IFCB102",3.36366889166667,"Thalassiosira",11,148912,"genus","Diatom",39.7549,-70.8882
"1314","D20180203T193159_IFCB102",3.388847575,"Thalassiosira",12,148912,"genus","Diatom",39.7719,-70.8761
"1315","D20180203T195421_IFCB102",3.38127802916667,"Thalassiosira",10,148912,"genus","Diatom",39.812,-70.8549
"1316","D20180203T223051_IFCB102",3.43652149166667,"Thalassiosira",15,148912,"genus","Diatom",39.9331,-70.8868
"1317","D20180203T225313_IFCB102",3.41269184166667,"Thalassiosira",6,148912,"genus","Diatom",39.9298,-70.8873
"1318","D20180203T231534_IFCB102",3.45249735833333,"Thalassiosira",2,148912,"genus","Diatom",39.9249,-70.8863
"1319","D20180203T233756_IFCB102",3.49892975,"Thalassiosira",4,148912,"genus","Diatom",39.9195,-70.8859
"1320","D20180204T000017_IFCB102",3.54039444166667,"Thalassiosira",4,148912,"genus","Diatom",39.909,-70.8886
"1321","D20180204T002238_IFCB102",3.50142232916667,"Thalassiosira",6,148912,"genus","Diatom",39.8972,-70.8908
"1322","D20180204T012943_IFCB102",3.3047651625,"Thalassiosira",5,148912,"genus","Diatom",40.0241,-70.8977
"1323","D20180204T015204_IFCB102",3.44479954166667,"Thalassiosira",6,148912,"genus","Diatom",40.0556,-70.8896
"1324","D20180204T021426_IFCB102",3.49946875833333,"Thalassiosira",11,148912,"genus","Diatom",40.085,-70.8809
"1325","D20180204T023647_IFCB102",3.55377567916667,"Thalassiosira",6,148912,"genus","Diatom",40.0938,-70.8699
"1326","D20180204T025908_IFCB102",3.567010925,"Thalassiosira",2,148912,"genus","Diatom",40.088,-70.8601
"1327","D20180204T032130_IFCB102",3.5876386,"Thalassiosira",3,148912,"genus","Diatom",40.0839,-70.8547
"1328","D20180204T042834_IFCB102",3.59560605,"Thalassiosira",6,148912,"genus","Diatom",40.0832,-70.8579
"1329","D20180204T045055_IFCB102",3.6385875125,"Thalassiosira",6,148912,"genus","Diatom",40.1216,-70.8654
"1330","D20180204T051317_IFCB102",3.78930787083333,"Thalassiosira",2,148912,"genus","Diatom",40.1764,-70.8716
"1331","D20180204T053538_IFCB102",3.83007345,"Thalassiosira",4,148912,"genus","Diatom",40.2219,-70.873
"1332","D20180204T055759_IFCB102",3.81367555416667,"Thalassiosira",7,148912,"genus","Diatom",40.2166,-70.8631
"1333","D20180204T062021_IFCB102",3.7847423875,"Thalassiosira",3,148912,"genus","Diatom",40.2085,-70.8629
"1334","D20180204T064242_IFCB102",3.7755081,"Thalassiosira",5,148912,"genus","Diatom",40.2014,-70.8637
"1335","D20180204T070503_IFCB102",3.74023883333333,"Thalassiosira",5,148912,"genus","Diatom",40.2178,-70.8511
"1336","D20180204T102615_IFCB102",4.04795369583333,"Thalassiosira",4,148912,"genus","Diatom",40.5023,-70.8653
"1337","D20180204T104837_IFCB102",4.06318784166667,"Thalassiosira",1,148912,"genus","Diatom",40.5291,-70.8844
"1338","D20180204T111058_IFCB102",4.0618455125,"Thalassiosira",8,148912,"genus","Diatom",40.5258,-70.8823
"1339","D20180204T113319_IFCB102",4.09081607916667,"Thalassiosira",12,148912,"genus","Diatom",40.5724,-70.8821
"1340","D20180204T115540_IFCB102",4.107019975,"Thalassiosira",14,148912,"genus","Diatom",40.6315,-70.8823
"1341","D20180204T121802_IFCB102",3.9345249375,"Thalassiosira",16,148912,"genus","Diatom",40.6886,-70.8836
"1342","D20180204T124023_IFCB102",3.91480774583333,"Thalassiosira",10,148912,"genus","Diatom",40.6949,-70.8812
"1343","D20180204T130244_IFCB102",3.90839815,"Thalassiosira",8,148912,"genus","Diatom",40.7041,-70.8819
"1344","D20180204T132506_IFCB102",3.89400857083333,"Thalassiosira",12,148912,"genus","Diatom",40.7637,-70.8788
"1345","D20180204T134727_IFCB102",4.0338559125,"Thalassiosira",14,148912,"genus","Diatom",40.8241,-70.8809
"1346","D20180204T140948_IFCB102",4.03016445416667,"Thalassiosira",16,148912,"genus","Diatom",40.8627,-70.8828
"1347","D20180204T143210_IFCB102",4.04261894166667,"Thalassiosira",16,148912,"genus","Diatom",40.8595,-70.8809
"1348","D20180204T145431_IFCB102",4.0238949375,"Thalassiosira",21,148912,"genus","Diatom",40.8517,-70.8804
"1349","D20180204T151652_IFCB102",4.06289185416667,"Thalassiosira",17,148912,"genus","Diatom",40.8759,-70.8815
"1350","D20180204T153914_IFCB102",4.1381946625,"Thalassiosira",14,148912,"genus","Diatom",40.9322,-70.8821
"1351","D20180204T160135_IFCB102",4.30181985833333,"Thalassiosira",15,148912,"genus","Diatom",40.9698,-70.8813
"1352","D20180204T162356_IFCB102",4.3277898875,"Thalassiosira",11,148912,"genus","Diatom",40.9953,-70.8801
"1353","D20180204T164617_IFCB102",4.2835282,"Thalassiosira",12,148912,"genus","Diatom",41.0178,-70.8808
"1354","D20180204T170839_IFCB102",0.868225125,"Thalassiosira",6,148912,"genus","Diatom",41.0359,-70.8802
"1355","D20180204T173600_IFCB102",4.24324062083333,"Thalassiosira",2,148912,"genus","Diatom",41.0326,-70.8815
"1356","D20180204T175821_IFCB102",4.21860883333333,"Thalassiosira",2,148912,"genus","Diatom",41.0309,-70.8825
"1357","D20180204T182042_IFCB102",4.0457675625,"Thalassiosira",6,148912,"genus","Diatom",41.0296,-70.881
"1358","D20180204T184304_IFCB102",4.11246663333333,"Thalassiosira",4,148912,"genus","Diatom",41.0281,-70.8786
"1359","D20180204T190525_IFCB102",4.121691125,"Thalassiosira",6,148912,"genus","Diatom",41.0193,-70.8769
"1360","D20180204T192746_IFCB102",4.1373472125,"Thalassiosira",2,148912,"genus","Diatom",41.0215,-70.8811
"1361","D20180204T195008_IFCB102",4.10384851666667,"Thalassiosira",5,148912,"genus","Diatom",41.075,-70.8819
"1362","D20180204T201229_IFCB102",4.04670484166667,"Thalassiosira",12,148912,"genus","Diatom",41.1281,-70.8814
"1363","D20180204T203450_IFCB102",4.12056120833333,"Thalassiosira",7,148912,"genus","Diatom",41.1827,-70.8832
"1364","D20180204T205712_IFCB102",4.0233097,"Thalassiosira",8,148912,"genus","Diatom",41.1968,-70.8825
"1365","D20180204T211933_IFCB102",4.077338025,"Thalassiosira",8,148912,"genus","Diatom",41.1977,-70.885
"1366","D20180204T214154_IFCB102",4.093372025,"Thalassiosira",13,148912,"genus","Diatom",41.1887,-70.8523
"1367","D20180205T042420_IFCB102",4.0569351125,"Thalassiosira",4,148912,"genus","Diatom",41.1899,-70.8816
"1368","D20180131T205153_IFCB109",4.195555675,"bad",6,NA,NA,NA,41.1921,-70.883
"1369","D20180201T112345_IFCB102",4.021843225,"bad",1,NA,NA,NA,40.7681,-70.8797
"1370","D20180202T171345_IFCB102",3.52460061666667,"bad",1,NA,NA,NA,40.2056,-70.8949
"1371","D20180202T173634_IFCB102",3.54809890416667,"bad",306,NA,NA,NA,40.1847,-70.8603
"1372","D20180203T233756_IFCB102",3.49892975,"bad",1,NA,NA,NA,39.9195,-70.8859
"1373","D20180204T000017_IFCB102",3.54039444166667,"bad",10,NA,NA,NA,39.909,-70.8886
"1374","D20180204T002238_IFCB102",3.50142232916667,"bad",20,NA,NA,NA,39.8972,-70.8908
"1375","D20180204T012943_IFCB102",3.3047651625,"bad",17,NA,NA,NA,40.0241,-70.8977
"1376","D20180204T015204_IFCB102",3.44479954166667,"bad",17,NA,NA,NA,40.0556,-70.8896
"1377","D20180204T021426_IFCB102",3.49946875833333,"bad",12,NA,NA,NA,40.085,-70.8809
"1378","D20180204T023647_IFCB102",3.55377567916667,"bad",11,NA,NA,NA,40.0938,-70.8699
"1379","D20180204T025908_IFCB102",3.567010925,"bad",12,NA,NA,NA,40.088,-70.8601
"1380","D20180204T032130_IFCB102",3.5876386,"bad",12,NA,NA,NA,40.0839,-70.8547
"1381","D20180204T042834_IFCB102",3.59560605,"bad",22,NA,NA,NA,40.0832,-70.8579
"1382","D20180204T045055_IFCB102",3.6385875125,"bad",11,NA,NA,NA,40.1216,-70.8654
"1383","D20180204T051317_IFCB102",3.78930787083333,"bad",18,NA,NA,NA,40.1764,-70.8716
"1384","D20180204T062021_IFCB102",3.7847423875,"bad",2,NA,NA,NA,40.2085,-70.8629
"1385","D20180204T070503_IFCB102",3.74023883333333,"bad",2,NA,NA,NA,40.2178,-70.8511
"1386","D20180204T104837_IFCB102",4.06318784166667,"bad",1,NA,NA,NA,40.5291,-70.8844
"1387","D20180204T113319_IFCB102",4.09081607916667,"bad",1,NA,NA,NA,40.5724,-70.8821
"1388","D20180204T130244_IFCB102",3.90839815,"bad",2,NA,NA,NA,40.7041,-70.8819
"1389","D20180204T132506_IFCB102",3.89400857083333,"bad",1,NA,NA,NA,40.7637,-70.8788
"1390","D20180204T134727_IFCB102",4.0338559125,"bad",1,NA,NA,NA,40.8241,-70.8809
"1391","D20180204T140948_IFCB102",4.03016445416667,"bad",2,NA,NA,NA,40.8627,-70.8828
"1392","D20180204T143210_IFCB102",4.04261894166667,"bad",1,NA,NA,NA,40.8595,-70.8809
"1393","D20180204T145431_IFCB102",4.0238949375,"bad",2,NA,NA,NA,40.8517,-70.8804
"1394","D20180204T151652_IFCB102",4.06289185416667,"bad",2,NA,NA,NA,40.8759,-70.8815
"1395","D20180204T162356_IFCB102",4.3277898875,"bad",3,NA,NA,NA,40.9953,-70.8801
"1396","D20180204T175821_IFCB102",4.21860883333333,"bad",2,NA,NA,NA,41.0309,-70.8825
"1397","D20180204T182042_IFCB102",4.0457675625,"bad",1,NA,NA,NA,41.0296,-70.881
"1398","D20180204T190525_IFCB102",4.121691125,"bad",1,NA,NA,NA,41.0193,-70.8769
"1399","D20180204T195008_IFCB102",4.10384851666667,"bad",1,NA,NA,NA,41.075,-70.8819
"1400","D20180204T201229_IFCB102",4.04670484166667,"bad",2,NA,NA,NA,41.1281,-70.8814
"1401","D20180204T203450_IFCB102",4.12056120833333,"bad",2,NA,NA,NA,41.1827,-70.8832
"1402","D20180204T205712_IFCB102",4.0233097,"bad",2,NA,NA,NA,41.1968,-70.8825
"1403","D20180204T211933_IFCB102",4.077338025,"bad",1,NA,NA,NA,41.1977,-70.885
"1404","D20180204T214154_IFCB102",4.093372025,"bad",2,NA,NA,NA,41.1887,-70.8523
"1405","D20180205T042420_IFCB102",4.0569351125,"bad",1,NA,NA,NA,41.1899,-70.8816
"1406","D20180131T180620_IFCB109",4.19464714583333,"detritus",281,NA,NA,NA,41.1975,-70.8792
"1407","D20180131T182933_IFCB109",1.6548032125,"detritus",76,NA,NA,NA,41.1924,-70.8756
"1408","D20180131T184315_IFCB109",4.27172664583333,"detritus",338,NA,NA,NA,41.1987,-70.8848
"1409","D20180131T190627_IFCB109",2.73107427083333,"detritus",188,NA,NA,NA,41.1972,-70.8812
"1410","D20180131T201102_IFCB109",2.92914966666667,"detritus",318,NA,NA,NA,41.197,-70.885
"1411","D20180131T202832_IFCB109",4.1607151875,"detritus",473,NA,NA,NA,41.1979,-70.8837
"1412","D20180131T205153_IFCB109",4.195555675,"detritus",198,NA,NA,NA,41.1921,-70.883
"1413","D20180131T211514_IFCB109",4.144428075,"detritus",341,NA,NA,NA,41.1987,-70.8814
"1414","D20180131T213836_IFCB109",4.15178905416667,"detritus",338,NA,NA,NA,41.197,-70.8937
"1415","D20180201T103729_IFCB102",3.99101885416667,"detritus",250,NA,NA,NA,40.8413,-70.8868
"1416","D20180201T110037_IFCB102",4.0412721,"detritus",239,NA,NA,NA,40.8155,-70.8831
"1417","D20180201T112345_IFCB102",4.021843225,"detritus",223,NA,NA,NA,40.7681,-70.8797
"1418","D20180201T114628_IFCB109",4.19483072916667,"detritus",2,NA,NA,NA,40.7219,-70.8787
"1419","D20180201T114755_IFCB102",4.12785991666667,"detritus",199,NA,NA,NA,40.7175,-70.8785
"1420","D20180201T163055_IFCB102",4.04907246666667,"detritus",14,NA,NA,NA,40.6942,-70.9884
"1421","D20180201T165344_IFCB102",4.03059722083333,"detritus",13,NA,NA,NA,40.6958,-71.0478
"1422","D20180201T171633_IFCB102",4.049425925,"detritus",16,NA,NA,NA,40.6969,-71.1019
"1423","D20180201T173922_IFCB102",4.03147925416667,"detritus",13,NA,NA,NA,40.6896,-71.0948
"1424","D20180201T180211_IFCB102",3.9707128625,"detritus",14,NA,NA,NA,40.6871,-71.0668
"1425","D20180201T182459_IFCB102",4.16185925833333,"detritus",13,NA,NA,NA,40.6932,-70.9987
"1426","D20180201T184748_IFCB102",4.23652986666667,"detritus",17,NA,NA,NA,40.6961,-70.9308
"1427","D20180201T191037_IFCB102",4.242025075,"detritus",358,NA,NA,NA,40.6987,-70.8862
"1428","D20180201T193325_IFCB102",4.22867269166667,"detritus",347,NA,NA,NA,40.6923,-70.8842
"1429","D20180201T195614_IFCB102",4.2515781625,"detritus",360,NA,NA,NA,40.6871,-70.8833
"1430","D20180201T201903_IFCB102",4.19167631666667,"detritus",437,NA,NA,NA,40.6784,-70.8812
"1431","D20180201T204151_IFCB102",4.26345694166667,"detritus",262,NA,NA,NA,40.673,-70.885
"1432","D20180201T210440_IFCB102",4.34358725,"detritus",255,NA,NA,NA,40.6653,-70.8921
"1433","D20180201T212729_IFCB102",4.2316007125,"detritus",409,NA,NA,NA,40.6584,-70.896
"1434","D20180201T215017_IFCB102",4.16633765416667,"detritus",479,NA,NA,NA,40.6352,-70.8973
"1435","D20180201T221306_IFCB102",4.00078299166667,"detritus",623,NA,NA,NA,40.5879,-70.8945
"1436","D20180201T223555_IFCB102",3.83008190416667,"detritus",613,NA,NA,NA,40.5431,-70.8855
"1437","D20180201T225844_IFCB102",3.74634749583333,"detritus",632,NA,NA,NA,40.5294,-70.8858
"1438","D20180201T232132_IFCB102",3.71929327916667,"detritus",505,NA,NA,NA,40.5265,-70.8907
"1439","D20180201T234421_IFCB102",3.78156844166667,"detritus",487,NA,NA,NA,40.5227,-70.8958
"1440","D20180202T000710_IFCB102",3.81870549583333,"detritus",492,NA,NA,NA,40.5193,-70.8996
"1441","D20180202T005247_IFCB102",3.82806895833333,"detritus",508,NA,NA,NA,40.5289,-70.8836
"1442","D20180202T011536_IFCB102",3.89608572916667,"detritus",513,NA,NA,NA,40.5261,-70.8855
"1443","D20180202T013825_IFCB102",3.94887341666667,"detritus",422,NA,NA,NA,40.5226,-70.8885
"1444","D20180202T020114_IFCB102",4.04016969583333,"detritus",445,NA,NA,NA,40.4718,-70.8857
"1445","D20180202T022403_IFCB102",4.08414170833333,"detritus",447,NA,NA,NA,40.4144,-70.8819
"1446","D20180202T024651_IFCB102",4.06356522083333,"detritus",453,NA,NA,NA,40.3594,-70.8754
"1447","D20180202T085151_IFCB102",4.10165518333333,"detritus",433,NA,NA,NA,40.3569,-70.8843
"1448","D20180202T091440_IFCB102",4.07661592916667,"detritus",471,NA,NA,NA,40.359,-70.8799
"1449","D20180202T093729_IFCB102",4.0744867375,"detritus",484,NA,NA,NA,40.3556,-70.8797
"1450","D20180202T100018_IFCB102",4.06955295,"detritus",453,NA,NA,NA,40.3526,-70.8805
"1451","D20180202T102306_IFCB102",4.0053288875,"detritus",460,NA,NA,NA,40.3486,-70.8798
"1452","D20180202T104555_IFCB102",4.06256842083333,"detritus",417,NA,NA,NA,40.3505,-70.8821
"1453","D20180202T110844_IFCB102",4.01638262916667,"detritus",442,NA,NA,NA,40.3517,-70.8931
"1454","D20180202T113133_IFCB102",3.84726926666667,"detritus",533,NA,NA,NA,40.3406,-70.8977
"1455","D20180202T115422_IFCB102",3.89298317083333,"detritus",425,NA,NA,NA,40.3215,-70.8931
"1456","D20180202T121710_IFCB102",3.9170456,"detritus",449,NA,NA,NA,40.3021,-70.8892
"1457","D20180202T123959_IFCB102",3.91305275,"detritus",428,NA,NA,NA,40.2826,-70.8863
"1458","D20180202T130248_IFCB102",3.76502869166667,"detritus",415,NA,NA,NA,40.2617,-70.8828
"1459","D20180202T132537_IFCB102",3.65955532916667,"detritus",397,NA,NA,NA,40.2397,-70.8796
"1460","D20180202T134826_IFCB102",3.57128686666667,"detritus",353,NA,NA,NA,40.2217,-70.8737
"1461","D20180202T141115_IFCB102",3.54611527083333,"detritus",395,NA,NA,NA,40.2193,-70.88
"1462","D20180202T143403_IFCB102",3.55167065416667,"detritus",388,NA,NA,NA,40.2172,-70.8862
"1463","D20180202T145652_IFCB102",3.51264455833333,"detritus",446,NA,NA,NA,40.2159,-70.8906
"1464","D20180202T151941_IFCB102",3.51807336666667,"detritus",343,NA,NA,NA,40.2146,-70.8952
"1465","D20180202T171345_IFCB102",3.52460061666667,"detritus",332,NA,NA,NA,40.2056,-70.8949
"1466","D20180202T173634_IFCB102",3.54809890416667,"detritus",295,NA,NA,NA,40.1847,-70.8603
"1467","D20180202T210154_IFCB102",3.34616410833333,"detritus",402,NA,NA,NA,40.1106,-70.8616
"1468","D20180202T212443_IFCB102",3.35974729583333,"detritus",408,NA,NA,NA,40.0995,-70.8828
"1469","D20180202T214732_IFCB102",3.35293694583333,"detritus",452,NA,NA,NA,40.0865,-70.8758
"1470","D20180203T024407_IFCB102",3.69132605416667,"detritus",362,NA,NA,NA,40.1018,-70.8864
"1471","D20180203T073635_IFCB102",3.5137648625,"detritus",304,NA,NA,NA,40.0906,-70.895
"1472","D20180203T075856_IFCB102",3.50503338333333,"detritus",260,NA,NA,NA,40.0604,-70.8861
"1473","D20180203T082118_IFCB102",3.6221157875,"detritus",232,NA,NA,NA,40.029,-70.8855
"1474","D20180203T084339_IFCB102",3.49342852083333,"detritus",273,NA,NA,NA,39.9953,-70.8838
"1475","D20180203T090601_IFCB102",3.52427943333333,"detritus",285,NA,NA,NA,39.9621,-70.8828
"1476","D20180203T092822_IFCB102",3.6088801625,"detritus",253,NA,NA,NA,39.9408,-70.8806
"1477","D20180203T095043_IFCB102",3.52492206666667,"detritus",292,NA,NA,NA,39.9065,-70.8714
"1478","D20180203T101305_IFCB102",3.5719974125,"detritus",266,NA,NA,NA,39.8606,-70.8755
"1479","D20180203T103526_IFCB102",3.64251595833333,"detritus",208,NA,NA,NA,39.8143,-70.8793
"1480","D20180203T105748_IFCB102",3.59150475833333,"detritus",255,NA,NA,NA,39.7801,-70.8695
"1481","D20180203T112009_IFCB102",3.73448592083333,"detritus",64,NA,NA,NA,39.7774,-70.8144
"1482","D20180203T122713_IFCB102",3.97697407916667,"detritus",51,NA,NA,NA,39.7738,-70.669
"1483","D20180203T124934_IFCB102",3.99825361666667,"detritus",44,NA,NA,NA,39.7723,-70.6747
"1484","D20180203T131156_IFCB102",3.99397165416667,"detritus",45,NA,NA,NA,39.7702,-70.6809
"1485","D20180203T135638_IFCB102",3.59562635416667,"detritus",82,NA,NA,NA,39.7758,-70.7882
"1486","D20180203T141900_IFCB102",3.64952740416667,"detritus",272,NA,NA,NA,39.7785,-70.865
"1487","D20180203T174012_IFCB102",3.43624390416667,"detritus",336,NA,NA,NA,39.7696,-70.8855
"1488","D20180203T180234_IFCB102",3.42572386666667,"detritus",397,NA,NA,NA,39.7656,-70.8876
"1489","D20180203T182455_IFCB102",3.43319251666667,"detritus",396,NA,NA,NA,39.7621,-70.8899
"1490","D20180203T184716_IFCB102",3.374855875,"detritus",400,NA,NA,NA,39.7536,-70.8911
"1491","D20180203T190938_IFCB102",3.36366889166667,"detritus",432,NA,NA,NA,39.7549,-70.8882
"1492","D20180203T193159_IFCB102",3.388847575,"detritus",446,NA,NA,NA,39.7719,-70.8761
"1493","D20180203T195421_IFCB102",3.38127802916667,"detritus",473,NA,NA,NA,39.812,-70.8549
"1494","D20180203T223051_IFCB102",3.43652149166667,"detritus",374,NA,NA,NA,39.9331,-70.8868
"1495","D20180203T225313_IFCB102",3.41269184166667,"detritus",352,NA,NA,NA,39.9298,-70.8873
"1496","D20180203T231534_IFCB102",3.45249735833333,"detritus",375,NA,NA,NA,39.9249,-70.8863
"1497","D20180203T233756_IFCB102",3.49892975,"detritus",324,NA,NA,NA,39.9195,-70.8859
"1498","D20180204T000017_IFCB102",3.54039444166667,"detritus",298,NA,NA,NA,39.909,-70.8886
"1499","D20180204T002238_IFCB102",3.50142232916667,"detritus",300,NA,NA,NA,39.8972,-70.8908
"1500","D20180204T012943_IFCB102",3.3047651625,"detritus",407,NA,NA,NA,40.0241,-70.8977
"1501","D20180204T015204_IFCB102",3.44479954166667,"detritus",380,NA,NA,NA,40.0556,-70.8896
"1502","D20180204T021426_IFCB102",3.49946875833333,"detritus",387,NA,NA,NA,40.085,-70.8809
"1503","D20180204T023647_IFCB102",3.55377567916667,"detritus",384,NA,NA,NA,40.0938,-70.8699
"1504","D20180204T025908_IFCB102",3.567010925,"detritus",376,NA,NA,NA,40.088,-70.8601
"1505","D20180204T032130_IFCB102",3.5876386,"detritus",366,NA,NA,NA,40.0839,-70.8547
"1506","D20180204T042834_IFCB102",3.59560605,"detritus",365,NA,NA,NA,40.0832,-70.8579
"1507","D20180204T045055_IFCB102",3.6385875125,"detritus",386,NA,NA,NA,40.1216,-70.8654
"1508","D20180204T051317_IFCB102",3.78930787083333,"detritus",249,NA,NA,NA,40.1764,-70.8716
"1509","D20180204T053538_IFCB102",3.83007345,"detritus",332,NA,NA,NA,40.2219,-70.873
"1510","D20180204T055759_IFCB102",3.81367555416667,"detritus",349,NA,NA,NA,40.2166,-70.8631
"1511","D20180204T062021_IFCB102",3.7847423875,"detritus",316,NA,NA,NA,40.2085,-70.8629
"1512","D20180204T064242_IFCB102",3.7755081,"detritus",355,NA,NA,NA,40.2014,-70.8637
"1513","D20180204T070503_IFCB102",3.74023883333333,"detritus",365,NA,NA,NA,40.2178,-70.8511
"1514","D20180204T102615_IFCB102",4.04795369583333,"detritus",196,NA,NA,NA,40.5023,-70.8653
"1515","D20180204T104837_IFCB102",4.06318784166667,"detritus",168,NA,NA,NA,40.5291,-70.8844
"1516","D20180204T111058_IFCB102",4.0618455125,"detritus",185,NA,NA,NA,40.5258,-70.8823
"1517","D20180204T113319_IFCB102",4.09081607916667,"detritus",188,NA,NA,NA,40.5724,-70.8821
"1518","D20180204T115540_IFCB102",4.107019975,"detritus",166,NA,NA,NA,40.6315,-70.8823
"1519","D20180204T121802_IFCB102",3.9345249375,"detritus",202,NA,NA,NA,40.6886,-70.8836
"1520","D20180204T124023_IFCB102",3.91480774583333,"detritus",240,NA,NA,NA,40.6949,-70.8812
"1521","D20180204T130244_IFCB102",3.90839815,"detritus",4,NA,NA,NA,40.7041,-70.8819
"1522","D20180204T132506_IFCB102",3.89400857083333,"detritus",8,NA,NA,NA,40.7637,-70.8788
"1523","D20180204T134727_IFCB102",4.0338559125,"detritus",15,NA,NA,NA,40.8241,-70.8809
"1524","D20180204T140948_IFCB102",4.03016445416667,"detritus",15,NA,NA,NA,40.8627,-70.8828
"1525","D20180204T143210_IFCB102",4.04261894166667,"detritus",15,NA,NA,NA,40.8595,-70.8809
"1526","D20180204T145431_IFCB102",4.0238949375,"detritus",9,NA,NA,NA,40.8517,-70.8804
"1527","D20180204T151652_IFCB102",4.06289185416667,"detritus",16,NA,NA,NA,40.8759,-70.8815
"1528","D20180204T153914_IFCB102",4.1381946625,"detritus",16,NA,NA,NA,40.9322,-70.8821
"1529","D20180204T160135_IFCB102",4.30181985833333,"detritus",29,NA,NA,NA,40.9698,-70.8813
"1530","D20180204T162356_IFCB102",4.3277898875,"detritus",29,NA,NA,NA,40.9953,-70.8801
"1531","D20180204T164617_IFCB102",4.2835282,"detritus",26,NA,NA,NA,41.0178,-70.8808
"1532","D20180204T170839_IFCB102",0.868225125,"detritus",7,NA,NA,NA,41.0359,-70.8802
"1533","D20180204T173600_IFCB102",4.24324062083333,"detritus",157,NA,NA,NA,41.0326,-70.8815
"1534","D20180204T175821_IFCB102",4.21860883333333,"detritus",139,NA,NA,NA,41.0309,-70.8825
"1535","D20180204T182042_IFCB102",4.0457675625,"detritus",189,NA,NA,NA,41.0296,-70.881
"1536","D20180204T184304_IFCB102",4.11246663333333,"detritus",146,NA,NA,NA,41.0281,-70.8786
"1537","D20180204T190525_IFCB102",4.121691125,"detritus",161,NA,NA,NA,41.0193,-70.8769
"1538","D20180204T192746_IFCB102",4.1373472125,"detritus",182,NA,NA,NA,41.0215,-70.8811
"1539","D20180204T195008_IFCB102",4.10384851666667,"detritus",174,NA,NA,NA,41.075,-70.8819
"1540","D20180204T201229_IFCB102",4.04670484166667,"detritus",194,NA,NA,NA,41.1281,-70.8814
"1541","D20180204T203450_IFCB102",4.12056120833333,"detritus",157,NA,NA,NA,41.1827,-70.8832
"1542","D20180204T205712_IFCB102",4.0233097,"detritus",185,NA,NA,NA,41.1968,-70.8825
"1543","D20180204T211933_IFCB102",4.077338025,"detritus",181,NA,NA,NA,41.1977,-70.885
"1544","D20180204T214154_IFCB102",4.093372025,"detritus",183,NA,NA,NA,41.1887,-70.8523
"1545","D20180205T042420_IFCB102",4.0569351125,"detritus",212,NA,NA,NA,41.1899,-70.8816
"1546","D20180131T180620_IFCB109",4.19464714583333,"pennate",8,148899,"class","Diatom",41.1975,-70.8792
"1547","D20180131T182933_IFCB109",1.6548032125,"pennate",6,148899,"class","Diatom",41.1924,-70.8756
"1548","D20180131T184315_IFCB109",4.27172664583333,"pennate",4,148899,"class","Diatom",41.1987,-70.8848
"1549","D20180131T190627_IFCB109",2.73107427083333,"pennate",5,148899,"class","Diatom",41.1972,-70.8812
"1550","D20180131T201102_IFCB109",2.92914966666667,"pennate",2,148899,"class","Diatom",41.197,-70.885
"1551","D20180131T202832_IFCB109",4.1607151875,"pennate",3,148899,"class","Diatom",41.1979,-70.8837
"1552","D20180131T211514_IFCB109",4.144428075,"pennate",3,148899,"class","Diatom",41.1987,-70.8814
"1553","D20180131T213836_IFCB109",4.15178905416667,"pennate",3,148899,"class","Diatom",41.197,-70.8937
"1554","D20180201T103729_IFCB102",3.99101885416667,"pennate",17,148899,"class","Diatom",40.8413,-70.8868
"1555","D20180201T110037_IFCB102",4.0412721,"pennate",8,148899,"class","Diatom",40.8155,-70.8831
"1556","D20180201T112345_IFCB102",4.021843225,"pennate",25,148899,"class","Diatom",40.7681,-70.8797
"1557","D20180201T114755_IFCB102",4.12785991666667,"pennate",2,148899,"class","Diatom",40.7175,-70.8785
"1558","D20180201T191037_IFCB102",4.242025075,"pennate",4,148899,"class","Diatom",40.6987,-70.8862
"1559","D20180201T193325_IFCB102",4.22867269166667,"pennate",4,148899,"class","Diatom",40.6923,-70.8842
"1560","D20180201T195614_IFCB102",4.2515781625,"pennate",4,148899,"class","Diatom",40.6871,-70.8833
"1561","D20180201T201903_IFCB102",4.19167631666667,"pennate",5,148899,"class","Diatom",40.6784,-70.8812
"1562","D20180201T204151_IFCB102",4.26345694166667,"pennate",1,148899,"class","Diatom",40.673,-70.885
"1563","D20180201T210440_IFCB102",4.34358725,"pennate",3,148899,"class","Diatom",40.6653,-70.8921
"1564","D20180201T212729_IFCB102",4.2316007125,"pennate",6,148899,"class","Diatom",40.6584,-70.896
"1565","D20180201T215017_IFCB102",4.16633765416667,"pennate",8,148899,"class","Diatom",40.6352,-70.8973
"1566","D20180201T221306_IFCB102",4.00078299166667,"pennate",11,148899,"class","Diatom",40.5879,-70.8945
"1567","D20180201T223555_IFCB102",3.83008190416667,"pennate",18,148899,"class","Diatom",40.5431,-70.8855
"1568","D20180201T225844_IFCB102",3.74634749583333,"pennate",15,148899,"class","Diatom",40.5294,-70.8858
"1569","D20180201T232132_IFCB102",3.71929327916667,"pennate",14,148899,"class","Diatom",40.5265,-70.8907
